secs,storenum,dayofweek
120,351,Tues
137,750,Mon
84,653,Fri
464,128,Fri
192,835,Mon
382,881,Fri
186,77,Mon
145,651,Thur
178,646,Tues
355,30,Wed
309,174,Wed
84,73,Fri
110,67,Mon
142,331,Mon
113,283,Wed
317,144,Mon
321,213,Tues
126,350,Wed
187,723,Wed
109,459,Wed
304,268,Mon
390,590,Fri
106,714,Tues
182,420,Fri
187,587,Fri
406,670,Thur
531,608,Mon
470,438,Mon
86,664,Thur
133,194,Tues
435,491,Fri
53,846,Tues
342,133,Thur
339,868,Wed
153,813,Tues
144,801,Thur
70,459,Mon
462,267,Fri
161,648,Mon
168,323,Mon
107,479,Tues
40,823,Thur
45,816,Tues
103,18,Tues
82,465,Fri
157,175,Fri
141,64,Wed
527,887,Fri
186,542,Wed
408,547,Tues
105,212,Thur
520,292,Mon
77,367,Tues
181,73,Wed
119,238,Mon
64,453,Fri
459,194,Mon
306,200,Fri
213,119,Wed
486,510,Wed
331,200,Thur
425,228,Thur
134,845,Fri
47,86,Mon
148,525,Wed
335,542,Tues
421,754,Thur
180,728,Thur
304,45,Mon
107,105,Mon
558,613,Thur
477,56,Thur
98,358,Fri
110,14,Wed
76,16,Tues
97,839,Thur
49,438,Tues
159,442,Fri
142,613,Wed
328,265,Wed
60,739,Fri
149,330,Wed
354,667,Tues
393,202,Fri
66,111,Tues
86,169,Wed
152,378,Mon
189,364,Wed
196,554,Tues
402,467,Fri
71,192,Fri
183,608,Fri
106,589,Wed
491,65,Tues
89,682,Fri
261,144,Wed
501,290,Tues
133,244,Wed
48,763,Mon
222,91,Wed
416,807,Fri
265,599,Fri
161,425,Mon
353,589,Tues
50,693,Wed
102,231,Mon
88,96,Wed
75,283,Wed
66,347,Wed
96,607,Fri
146,211,Mon
370,444,Fri
103,793,Mon
350,711,Wed
376,679,Fri
147,885,Wed
92,648,Wed
228,80,Wed
119,520,Wed
177,444,Fri
68,650,Mon
269,135,Tues
109,365,Fri
181,858,Thur
288,266,Fri
149,381,Thur
227,112,Wed
522,822,Wed
553,796,Thur
202,678,Wed
509,8,Mon
181,601,Wed
397,590,Tues
353,387,Mon
334,582,Tues
135,218,Mon
282,882,Wed
159,165,Fri
172,446,Mon
102,778,Wed
34,175,Tues
103,538,Mon
443,476,Tues
191,877,Tues
268,718,Wed
215,757,Tues
225,819,Mon
276,67,Mon
575,63,Mon
538,102,Tues
149,200,Thur
116,860,Mon
107,228,Thur
392,133,Mon
329,324,Thur
234,410,Mon
42,500,Fri
254,411,Wed
392,156,Fri
166,883,Thur
401,581,Mon
164,71,Mon
147,474,Tues
88,154,Tues
200,358,Tues
93,698,Tues
83,335,Tues
169,556,Mon
281,291,Mon
145,199,Wed
219,164,Thur
258,771,Wed
143,819,Thur
156,819,Tues
92,688,Tues
64,880,Mon
200,21,Thur
161,440,Mon
187,186,Mon
344,94,Tues
125,471,Thur
522,38,Fri
385,219,Tues
253,641,Wed
156,443,Tues
400,496,Wed
100,259,Wed
164,750,Tues
360,430,Wed
517,318,Wed
75,811,Fri
55,743,Mon
91,263,Fri
39,573,Tues
410,402,Thur
176,877,Thur
75,720,Thur
86,580,Wed
129,705,Tues
134,492,Fri
84,667,Mon
197,258,Mon
44,303,Fri
289,358,Thur
171,844,Wed
493,111,Wed
302,625,Mon
329,732,Wed
102,62,Fri
174,239,Fri
221,726,Thur
162,217,Wed
149,809,Mon
112,814,Mon
97,26,Fri
183,485,Tues
302,578,Fri
189,85,Mon
573,538,Fri
212,102,Tues
159,144,Fri
48,811,Wed
161,556,Fri
315,415,Wed
117,339,Fri
437,358,Wed
164,501,Wed
116,830,Thur
154,52,Wed
356,397,Tues
107,3,Fri
133,434,Thur
354,394,Wed
128,125,Thur
335,418,Fri
101,529,Fri
59,279,Tues
89,458,Tues
293,484,Tues
119,383,Thur
380,568,Wed
164,238,Tues
126,780,Mon
194,505,Thur
213,2,Tues
144,848,Fri
397,188,Thur
195,499,Mon
282,325,Mon
140,56,Fri
109,150,Wed
594,104,Tues
371,197,Fri
144,821,Wed
129,199,Fri
121,570,Mon
134,887,Wed
86,785,Mon
124,306,Tues
426,3,Mon
92,780,Mon
74,305,Fri
80,881,Fri
154,526,Thur
178,351,Tues
205,224,Fri
489,632,Fri
130,134,Fri
95,568,Wed
131,649,Wed
33,446,Wed
576,660,Wed
425,51,Thur
464,606,Wed
174,538,Mon
190,379,Thur
145,230,Tues
31,344,Wed
543,631,Tues
234,96,Mon
117,636,Mon
159,385,Thur
59,298,Fri
92,165,Thur
245,317,Tues
141,590,Thur
74,139,Wed
176,828,Wed
106,703,Mon
477,374,Mon
60,303,Wed
35,255,Wed
120,855,Fri
164,75,Mon
49,22,Thur
106,269,Fri
354,516,Wed
344,658,Fri
489,474,Thur
207,48,Thur
171,110,Fri
105,511,Wed
216,492,Tues
65,61,Thur
95,37,Thur
218,28,Thur
121,105,Wed
181,382,Tues
112,40,Thur
378,170,Fri
481,128,Mon
236,890,Fri
135,250,Mon
191,105,Mon
138,647,Fri
425,112,Fri
162,6,Wed
505,423,Mon
145,137,Mon
30,641,Wed
221,638,Tues
448,303,Wed
141,104,Thur
130,82,Wed
127,279,Mon
106,29,Tues
305,461,Fri
151,651,Fri
241,265,Thur
114,478,Wed
383,701,Thur
574,205,Wed
228,734,Mon
122,295,Tues
528,358,Wed
146,140,Wed
137,693,Tues
137,343,Thur
522,255,Wed
109,596,Tues
158,314,Mon
105,627,Fri
481,875,Wed
118,287,Mon
562,289,Mon
262,292,Mon
188,836,Wed
96,75,Wed
141,847,Mon
49,249,Mon
157,464,Tues
95,241,Mon
558,635,Wed
301,142,Thur
297,608,Mon
150,255,Wed
127,64,Wed
82,566,Tues
164,853,Tues
102,683,Wed
182,732,Tues
123,709,Mon
351,787,Mon
165,652,Mon
180,240,Thur
120,603,Wed
146,596,Wed
342,428,Wed
155,346,Wed
101,786,Thur
178,392,Thur
297,738,Tues
52,176,Fri
373,355,Mon
314,14,Mon
154,399,Thur
115,33,Thur
307,494,Tues
37,434,Thur
248,843,Tues
215,471,Fri
203,431,Wed
126,453,Fri
152,95,Thur
598,390,Fri
59,47,Mon
149,613,Wed
362,162,Thur
81,339,Fri
56,633,Wed
418,469,Fri
129,555,Thur
167,374,Fri
397,225,Thur
62,526,Fri
111,782,Tues
152,65,Mon
139,632,Mon
125,773,Wed
114,466,Thur
75,180,Thur
141,404,Mon
187,473,Mon
138,215,Tues
117,421,Wed
41,423,Tues
317,543,Fri
363,136,Thur
52,429,Tues
400,359,Thur
66,777,Wed
108,797,Thur
108,644,Fri
128,186,Fri
376,249,Mon
60,36,Fri
197,145,Fri
157,372,Wed
59,38,Wed
181,250,Wed
94,655,Fri
242,271,Thur
206,253,Tues
178,171,Thur
170,321,Fri
154,116,Tues
126,739,Fri
221,721,Tues
241,351,Fri
115,799,Thur
196,179,Fri
120,488,Fri
563,887,Mon
295,383,Wed
430,2,Mon
124,163,Fri
60,90,Fri
101,221,Tues
121,144,Fri
140,795,Mon
124,529,Tues
114,691,Mon
58,75,Mon
217,652,Mon
400,44,Thur
133,124,Wed
133,738,Thur
198,344,Fri
72,886,Mon
175,497,Mon
266,522,Wed
295,103,Fri
251,440,Wed
530,341,Thur
158,221,Fri
140,803,Fri
415,561,Wed
346,180,Wed
398,779,Fri
254,607,Fri
142,124,Fri
44,565,Fri
370,120,Wed
87,536,Thur
157,53,Thur
132,727,Wed
391,716,Fri
160,164,Thur
203,675,Fri
142,326,Wed
309,595,Mon
103,98,Tues
109,68,Fri
386,359,Wed
31,530,Wed
138,61,Mon
226,773,Wed
141,675,Tues
260,705,Wed
447,548,Fri
473,808,Fri
228,29,Mon
32,20,Fri
91,630,Thur
215,488,Mon
102,500,Wed
417,430,Wed
141,385,Mon
232,38,Thur
195,485,Fri
204,831,Fri
284,188,Fri
147,721,Tues
102,214,Wed
107,790,Thur
358,839,Wed
230,656,Mon
149,673,Wed
218,308,Wed
153,62,Mon
111,809,Tues
324,554,Fri
427,510,Tues
50,661,Wed
301,846,Mon
133,69,Wed
466,353,Mon
126,399,Tues
438,139,Fri
142,505,Fri
87,551,Wed
449,144,Wed
117,370,Thur
409,763,Thur
98,102,Mon
80,128,Thur
110,721,Tues
356,873,Mon
204,539,Wed
144,154,Tues
43,326,Tues
69,564,Thur
549,348,Fri
324,9,Tues
73,870,Mon
495,888,Thur
326,540,Thur
207,591,Fri
256,119,Tues
136,683,Fri
162,144,Wed
279,797,Wed
40,469,Mon
117,268,Mon
134,856,Mon
209,35,Fri
487,873,Mon
284,687,Mon
554,824,Fri
142,766,Thur
579,192,Thur
547,737,Wed
58,714,Tues
139,432,Fri
555,48,Tues
430,637,Mon
123,216,Wed
246,499,Wed
79,339,Wed
147,747,Mon
377,85,Tues
591,346,Fri
87,548,Wed
163,503,Mon
64,261,Fri
173,538,Tues
159,813,Mon
169,105,Thur
550,335,Tues
85,831,Mon
411,154,Wed
160,733,Tues
504,325,Mon
163,224,Wed
306,859,Tues
271,70,Fri
113,768,Thur
70,485,Tues
158,532,Mon
106,829,Mon
268,542,Mon
44,543,Mon
100,55,Wed
349,444,Wed
101,124,Fri
101,333,Thur
145,115,Wed
148,427,Wed
67,583,Fri
298,447,Tues
110,574,Thur
114,37,Tues
88,861,Mon
484,498,Fri
142,336,Thur
145,442,Tues
103,681,Thur
32,412,Wed
123,747,Wed
158,767,Wed
70,168,Mon
190,303,Thur
598,395,Fri
314,759,Fri
114,321,Tues
133,469,Thur
463,26,Wed
159,403,Tues
315,196,Thur
160,836,Wed
514,128,Thur
168,711,Fri
108,470,Mon
106,121,Tues
149,303,Thur
133,540,Thur
101,362,Fri
114,92,Thur
218,814,Fri
388,803,Thur
300,553,Mon
375,808,Tues
217,88,Thur
188,331,Mon
130,340,Thur
580,722,Thur
140,509,Thur
112,5,Wed
163,657,Wed
94,661,Fri
101,809,Thur
37,852,Mon
94,610,Thur
94,776,Mon
223,136,Fri
85,765,Fri
66,836,Mon
194,631,Thur
80,404,Fri
290,797,Wed
377,78,Wed
280,622,Mon
149,610,Tues
423,696,Tues
320,70,Wed
93,826,Fri
143,520,Mon
91,106,Mon
81,37,Wed
215,826,Wed
169,709,Wed
220,161,Tues
233,674,Mon
471,285,Wed
127,727,Tues
119,141,Fri
251,144,Wed
133,877,Wed
321,545,Wed
232,793,Wed
155,191,Thur
187,265,Wed
99,827,Wed
124,309,Wed
162,649,Tues
61,280,Thur
91,770,Wed
575,241,Fri
369,421,Wed
135,23,Thur
257,178,Mon
240,295,Wed
159,761,Tues
166,158,Thur
305,214,Thur
515,705,Fri
439,276,Tues
234,32,Mon
266,240,Fri
87,26,Thur
143,679,Mon
568,339,Thur
314,442,Wed
113,317,Mon
333,714,Mon
580,34,Mon
276,329,Mon
60,65,Mon
155,477,Thur
126,742,Mon
187,315,Fri
400,18,Mon
161,771,Thur
85,207,Tues
236,183,Wed
377,331,Mon
411,85,Mon
148,116,Mon
133,832,Tues
276,437,Thur
104,669,Tues
67,40,Thur
94,771,Thur
172,509,Wed
168,360,Thur
298,501,Wed
181,109,Mon
358,31,Tues
318,684,Wed
507,512,Thur
116,141,Mon
265,519,Thur
96,192,Tues
98,376,Fri
104,416,Fri
429,610,Mon
475,329,Thur
286,64,Fri
271,541,Mon
146,195,Tues
141,439,Fri
481,325,Tues
270,832,Tues
122,80,Tues
179,622,Mon
140,377,Thur
129,168,Wed
126,682,Thur
392,789,Fri
150,586,Fri
114,587,Fri
336,851,Tues
218,544,Fri
166,601,Mon
124,710,Fri
106,406,Thur
565,148,Mon
82,235,Wed
311,595,Mon
69,576,Thur
42,627,Wed
438,217,Tues
514,590,Thur
165,861,Fri
505,305,Tues
84,790,Thur
52,771,Mon
303,637,Fri
291,347,Wed
122,636,Fri
356,856,Fri
135,104,Mon
51,570,Wed
550,300,Mon
257,274,Fri
598,851,Thur
202,263,Thur
166,791,Thur
399,684,Tues
194,870,Thur
42,458,Fri
576,206,Tues
321,67,Wed
122,718,Thur
96,810,Fri
64,43,Tues
115,338,Mon
104,769,Fri
427,282,Thur
47,565,Fri
310,799,Thur
69,685,Thur
255,197,Thur
185,161,Fri
179,442,Wed
36,189,Mon
121,309,Thur
42,359,Thur
83,20,Mon
530,163,Thur
104,524,Fri
197,65,Tues
495,564,Wed
109,346,Thur
144,97,Wed
479,491,Thur
231,44,Wed
415,260,Fri
360,841,Tues
582,666,Tues
271,688,Tues
110,163,Tues
103,724,Thur
167,691,Tues
399,355,Tues
245,43,Mon
165,169,Wed
557,716,Fri
498,23,Mon
174,855,Tues
173,151,Wed
121,11,Thur
187,44,Mon
275,518,Tues
59,809,Thur
58,420,Fri
68,432,Wed
136,464,Thur
153,161,Thur
448,535,Wed
173,50,Mon
254,465,Mon
198,386,Mon
132,277,Thur
127,766,Mon
120,156,Tues
520,524,Fri
103,862,Fri
418,743,Thur
462,24,Fri
518,358,Mon
530,57,Tues
154,236,Mon
548,829,Wed
153,209,Tues
34,4,Tues
529,703,Wed
137,584,Mon
79,529,Wed
571,793,Fri
234,352,Wed
157,599,Mon
187,120,Mon
291,261,Wed
216,429,Mon
432,286,Thur
77,771,Fri
357,310,Tues
375,708,Fri
115,188,Mon
174,61,Wed
138,865,Tues
46,792,Tues
119,48,Fri
162,438,Fri
57,706,Tues
155,571,Thur
98,43,Mon
156,677,Fri
228,120,Tues
148,679,Wed
30,158,Tues
180,156,Wed
335,590,Wed
175,649,Wed
228,328,Tues
126,550,Fri
243,766,Wed
183,784,Mon
65,56,Tues
141,242,Thur
395,146,Fri
122,718,Wed
333,86,Wed
126,498,Wed
443,694,Thur
233,486,Fri
348,798,Mon
36,24,Fri
406,615,Thur
108,822,Tues
187,214,Thur
166,464,Wed
330,181,Fri
116,367,Mon
288,870,Mon
76,703,Tues
482,479,Tues
425,285,Wed
329,270,Thur
125,773,Fri
225,241,Fri
525,844,Fri
177,858,Wed
163,648,Fri
87,514,Tues
117,97,Tues
416,290,Wed
135,105,Fri
148,703,Mon
189,767,Fri
249,349,Mon
123,892,Fri
117,845,Fri
36,527,Tues
114,505,Wed
191,654,Wed
346,615,Wed
63,418,Wed
119,470,Wed
202,810,Thur
186,313,Fri
72,403,Tues
90,132,Mon
153,541,Mon
116,397,Tues
494,858,Fri
145,620,Fri
82,396,Fri
336,687,Thur
260,317,Mon
143,570,Fri
179,747,Wed
158,518,Wed
201,329,Mon
106,158,Thur
223,751,Thur
114,381,Thur
80,354,Fri
194,685,Wed
43,338,Mon
307,850,Thur
98,717,Thur
142,204,Tues
112,831,Thur
203,47,Mon
166,540,Fri
183,891,Wed
142,468,Mon
250,440,Thur
122,738,Wed
97,870,Mon
289,191,Tues
198,322,Tues
409,391,Thur
69,539,Thur
160,805,Wed
380,891,Wed
312,727,Wed
532,756,Thur
158,534,Wed
261,468,Mon
149,732,Thur
363,785,Mon
54,863,Thur
408,311,Mon
75,798,Fri
32,553,Fri
227,111,Wed
391,102,Tues
421,462,Fri
177,731,Fri
130,253,Wed
168,526,Tues
418,805,Thur
117,392,Mon
127,770,Mon
132,636,Fri
89,664,Thur
113,217,Wed
141,352,Fri
181,649,Mon
421,589,Tues
135,780,Fri
85,227,Wed
92,579,Tues
154,32,Tues
153,152,Tues
521,626,Tues
283,366,Tues
94,396,Thur
151,790,Wed
186,676,Fri
145,529,Fri
147,403,Tues
133,575,Wed
511,283,Wed
237,656,Fri
589,833,Tues
585,648,Tues
77,203,Fri
572,587,Thur
286,843,Mon
555,132,Wed
412,146,Fri
165,26,Fri
128,862,Wed
66,563,Thur
334,774,Wed
115,630,Fri
40,480,Wed
126,213,Fri
93,118,Tues
354,799,Wed
282,719,Fri
165,879,Thur
67,205,Tues
62,402,Tues
370,467,Mon
597,402,Fri
125,339,Wed
118,6,Thur
238,856,Wed
460,549,Thur
233,776,Thur
123,345,Thur
92,596,Thur
392,750,Mon
153,403,Wed
170,106,Mon
115,870,Tues
141,21,Fri
217,589,Fri
219,724,Fri
264,410,Fri
91,347,Tues
80,725,Wed
171,140,Mon
495,635,Wed
165,98,Thur
99,508,Fri
146,760,Mon
118,297,Wed
159,809,Wed
97,761,Tues
143,378,Fri
112,13,Wed
453,346,Fri
284,206,Tues
144,839,Tues
225,734,Mon
310,209,Fri
367,490,Wed
276,617,Wed
99,45,Thur
167,54,Thur
370,522,Mon
383,368,Wed
163,305,Thur
499,870,Tues
139,37,Fri
114,243,Wed
171,754,Wed
134,138,Thur
268,689,Wed
282,100,Mon
139,42,Fri
159,877,Tues
131,38,Tues
267,2,Mon
306,46,Thur
156,734,Thur
414,662,Mon
156,815,Thur
272,857,Wed
134,24,Thur
489,153,Tues
111,834,Mon
150,236,Mon
169,534,Wed
122,67,Wed
116,800,Mon
95,421,Mon
49,193,Tues
409,588,Thur
367,444,Wed
172,671,Thur
590,765,Tues
152,705,Fri
598,6,Wed
521,44,Tues
140,24,Mon
165,422,Fri
144,597,Tues
49,614,Fri
313,801,Mon
141,682,Mon
126,478,Wed
151,397,Mon
151,285,Thur
105,873,Thur
127,181,Wed
103,833,Fri
501,839,Fri
210,799,Wed
173,742,Tues
158,331,Thur
531,5,Fri
155,508,Wed
141,869,Thur
132,424,Wed
132,560,Tues
107,460,Tues
122,492,Mon
331,106,Mon
74,346,Thur
188,253,Mon
299,413,Mon
494,423,Fri
301,453,Wed
48,793,Mon
459,126,Thur
83,250,Fri
111,642,Tues
251,155,Mon
103,643,Mon
284,48,Mon
113,255,Fri
142,568,Tues
208,211,Thur
54,200,Mon
566,107,Thur
47,124,Wed
137,430,Mon
493,261,Fri
449,192,Fri
133,75,Thur
116,738,Fri
166,383,Thur
177,272,Wed
415,156,Fri
162,591,Tues
117,583,Tues
115,659,Wed
110,16,Fri
100,35,Fri
119,877,Mon
188,662,Fri
258,788,Wed
147,840,Thur
506,183,Thur
76,684,Wed
314,657,Thur
42,859,Mon
499,285,Tues
200,240,Mon
54,140,Tues
166,76,Wed
82,371,Thur
347,407,Mon
201,691,Wed
166,589,Tues
305,648,Thur
222,282,Tues
528,191,Thur
71,116,Mon
542,681,Fri
83,670,Thur
119,825,Tues
118,510,Wed
535,262,Mon
168,630,Wed
37,99,Wed
289,253,Thur
294,420,Wed
592,61,Thur
124,88,Thur
515,668,Wed
141,6,Mon
88,603,Mon
143,669,Thur
71,489,Fri
171,769,Mon
228,353,Thur
174,197,Fri
62,202,Thur
371,774,Tues
155,455,Thur
51,279,Fri
170,659,Thur
125,840,Mon
274,559,Wed
132,4,Thur
177,874,Fri
159,726,Mon
131,728,Tues
114,791,Tues
175,35,Mon
106,582,Fri
127,831,Tues
34,236,Wed
35,646,Thur
130,115,Wed
143,454,Fri
138,460,Fri
539,400,Tues
557,31,Fri
124,143,Mon
265,698,Wed
94,313,Wed
370,819,Wed
172,134,Thur
491,74,Fri
116,602,Fri
155,264,Wed
549,24,Wed
120,734,Mon
76,27,Thur
251,640,Fri
529,736,Thur
339,256,Wed
78,624,Wed
219,192,Fri
262,155,Mon
198,826,Thur
128,321,Wed
567,266,Thur
65,554,Thur
361,772,Wed
176,102,Thur
193,673,Mon
512,643,Tues
68,596,Fri
58,540,Mon
130,367,Thur
289,446,Thur
167,595,Wed
52,170,Mon
481,227,Thur
158,600,Thur
141,191,Fri
178,277,Mon
252,293,Wed
249,438,Wed
64,783,Wed
97,565,Tues
142,301,Fri
345,682,Fri
134,284,Tues
283,321,Fri
196,516,Mon
530,869,Tues
125,294,Thur
49,430,Fri
219,388,Thur
63,197,Fri
137,453,Thur
126,544,Tues
487,444,Tues
521,224,Thur
140,791,Wed
241,322,Fri
128,541,Thur
163,844,Mon
259,434,Mon
107,392,Tues
154,831,Thur
102,720,Wed
524,114,Mon
74,891,Tues
116,688,Mon
58,833,Mon
70,636,Fri
290,102,Mon
353,550,Wed
229,545,Thur
375,429,Thur
142,537,Mon
207,435,Wed
118,731,Tues
249,799,Wed
32,43,Tues
73,794,Wed
152,117,Mon
73,416,Mon
361,349,Wed
362,366,Thur
413,422,Mon
76,746,Tues
55,297,Fri
259,536,Thur
113,375,Thur
540,413,Wed
174,825,Mon
370,405,Fri
131,100,Tues
59,732,Mon
135,785,Fri
144,568,Fri
30,329,Tues
131,212,Thur
132,560,Wed
505,663,Wed
102,421,Fri
183,198,Tues
213,272,Fri
152,399,Wed
402,836,Tues
223,29,Mon
380,245,Fri
186,729,Wed
560,581,Wed
408,594,Mon
154,67,Mon
159,2,Fri
359,378,Wed
67,481,Tues
129,17,Fri
226,469,Thur
123,763,Wed
323,645,Wed
190,166,Tues
147,107,Fri
108,112,Wed
573,552,Tues
78,408,Fri
122,848,Mon
167,531,Mon
86,541,Thur
123,31,Wed
371,443,Mon
407,233,Wed
238,614,Fri
68,236,Wed
145,56,Tues
142,426,Mon
130,224,Fri
215,675,Mon
155,836,Fri
539,480,Tues
105,101,Mon
166,752,Wed
253,445,Fri
439,230,Wed
92,367,Wed
135,528,Mon
168,680,Thur
53,501,Fri
180,586,Mon
188,66,Wed
124,722,Tues
377,485,Mon
141,242,Mon
118,503,Thur
100,325,Wed
133,709,Wed
459,165,Wed
188,762,Tues
151,51,Thur
128,42,Wed
321,95,Mon
127,461,Thur
434,130,Tues
160,560,Tues
108,482,Mon
357,318,Thur
35,256,Fri
186,199,Wed
502,698,Thur
542,100,Wed
73,891,Mon
67,227,Mon
147,146,Wed
71,497,Fri
66,575,Wed
148,433,Wed
589,726,Tues
350,458,Thur
187,570,Mon
107,721,Thur
120,88,Thur
169,677,Wed
220,715,Thur
55,586,Mon
132,833,Tues
127,462,Wed
146,756,Mon
181,857,Wed
145,351,Thur
120,175,Fri
49,774,Tues
215,4,Tues
473,28,Wed
78,556,Fri
110,158,Fri
140,177,Wed
185,817,Fri
472,853,Mon
41,319,Thur
113,273,Fri
90,838,Fri
335,808,Tues
154,74,Thur
480,102,Tues
255,737,Wed
192,795,Mon
439,751,Thur
160,178,Fri
191,834,Fri
171,863,Mon
338,765,Tues
173,207,Mon
485,672,Thur
292,289,Mon
137,342,Fri
146,20,Wed
108,331,Wed
41,735,Mon
162,258,Tues
138,22,Thur
134,321,Mon
213,489,Thur
148,531,Wed
135,260,Thur
136,82,Tues
130,218,Thur
265,282,Wed
221,61,Tues
95,756,Wed
94,871,Tues
150,751,Mon
108,237,Fri
119,823,Thur
181,470,Tues
47,200,Tues
205,663,Thur
269,118,Tues
319,553,Thur
127,394,Mon
137,274,Thur
71,400,Tues
253,648,Mon
104,454,Fri
49,461,Wed
79,21,Fri
171,49,Tues
222,213,Tues
556,571,Tues
88,264,Tues
80,277,Mon
191,757,Mon
388,465,Thur
260,314,Fri
243,772,Tues
140,111,Tues
37,44,Tues
526,72,Tues
133,143,Wed
426,870,Mon
498,175,Mon
74,48,Tues
89,601,Tues
125,756,Wed
149,665,Wed
179,36,Wed
539,490,Thur
181,647,Tues
39,198,Tues
130,199,Mon
80,215,Mon
415,137,Thur
47,430,Fri
78,716,Wed
181,602,Wed
122,877,Wed
199,199,Fri
268,674,Mon
147,127,Mon
79,124,Thur
139,561,Fri
88,722,Wed
189,588,Mon
81,241,Tues
340,313,Thur
154,371,Fri
581,404,Mon
243,179,Tues
516,123,Mon
178,509,Mon
109,223,Tues
183,525,Thur
68,875,Thur
96,544,Wed
128,837,Wed
385,165,Mon
147,80,Fri
177,598,Fri
139,61,Wed
220,679,Tues
90,558,Thur
106,435,Wed
167,554,Mon
128,591,Fri
155,684,Mon
190,168,Mon
122,378,Wed
97,681,Fri
148,649,Mon
194,241,Fri
267,735,Fri
400,238,Thur
58,684,Mon
184,846,Thur
409,623,Wed
81,347,Wed
102,445,Fri
296,403,Wed
89,557,Mon
92,312,Tues
167,248,Mon
284,148,Tues
374,287,Tues
167,106,Tues
186,763,Tues
376,743,Wed
147,467,Mon
109,148,Wed
165,467,Fri
148,614,Fri
135,1,Wed
419,118,Tues
51,682,Mon
178,561,Fri
276,882,Fri
322,366,Wed
146,673,Wed
214,36,Mon
276,62,Tues
239,767,Thur
104,416,Mon
391,878,Tues
137,683,Mon
535,508,Wed
276,424,Tues
288,144,Wed
135,608,Thur
143,305,Wed
164,782,Fri
265,769,Fri
516,691,Fri
131,652,Thur
369,158,Thur
329,802,Mon
343,387,Fri
117,614,Thur
294,302,Tues
369,206,Wed
89,554,Mon
162,674,Mon
231,74,Mon
205,275,Fri
115,461,Fri
426,536,Fri
271,737,Fri
136,737,Tues
102,83,Wed
133,699,Thur
134,534,Thur
42,359,Thur
498,189,Fri
505,628,Wed
126,536,Tues
131,479,Tues
111,339,Fri
84,882,Mon
155,223,Tues
506,648,Mon
466,296,Thur
144,91,Wed
414,625,Fri
364,554,Fri
122,35,Fri
182,250,Wed
166,457,Mon
278,678,Thur
284,870,Fri
182,652,Tues
135,746,Mon
235,555,Mon
141,678,Thur
287,646,Tues
142,719,Fri
135,486,Mon
372,214,Thur
46,27,Wed
214,242,Wed
88,156,Thur
252,363,Thur
190,632,Wed
284,135,Thur
137,61,Mon
376,692,Tues
542,175,Thur
133,305,Mon
124,455,Wed
486,310,Tues
580,391,Wed
139,713,Mon
257,556,Fri
98,154,Mon
296,178,Tues
482,765,Thur
130,438,Wed
33,533,Thur
56,322,Mon
408,723,Wed
495,540,Fri
230,396,Tues
157,257,Tues
292,747,Mon
135,350,Thur
68,386,Mon
538,390,Fri
431,706,Mon
144,86,Fri
92,819,Mon
180,212,Tues
105,793,Thur
181,377,Fri
382,518,Mon
154,660,Thur
142,455,Tues
97,810,Tues
166,258,Mon
159,574,Mon
116,830,Fri
150,189,Thur
78,168,Thur
134,653,Thur
283,324,Thur
572,557,Wed
105,880,Wed
138,134,Tues
89,316,Mon
39,126,Fri
152,794,Fri
246,337,Thur
178,443,Wed
137,408,Fri
190,751,Fri
153,200,Thur
496,377,Wed
269,394,Tues
198,136,Fri
44,866,Mon
187,474,Tues
402,29,Mon
199,177,Wed
520,324,Tues
56,259,Fri
46,93,Tues
482,371,Fri
188,485,Wed
388,510,Tues
245,841,Mon
330,253,Thur
360,282,Tues
431,199,Thur
141,514,Thur
125,768,Fri
34,479,Mon
82,526,Mon
119,151,Mon
395,848,Thur
97,486,Thur
319,435,Mon
429,450,Tues
524,109,Mon
278,702,Wed
225,788,Tues
465,746,Mon
169,83,Mon
328,390,Mon
122,720,Fri
108,352,Mon
109,221,Tues
323,836,Fri
220,891,Tues
447,390,Thur
195,200,Tues
254,725,Thur
164,863,Tues
394,319,Tues
314,412,Tues
173,74,Fri
102,46,Wed
161,459,Fri
211,722,Wed
229,503,Fri
155,386,Tues
117,92,Mon
169,15,Wed
107,291,Tues
208,866,Thur
558,373,Mon
327,412,Tues
360,637,Fri
63,702,Wed
153,473,Wed
72,862,Tues
174,607,Fri
143,496,Tues
268,705,Thur
211,796,Wed
457,34,Tues
158,303,Wed
105,596,Mon
125,816,Mon
416,446,Tues
274,275,Fri
100,638,Thur
285,639,Fri
155,215,Thur
151,836,Fri
39,752,Mon
113,100,Mon
340,729,Tues
159,692,Fri
224,863,Fri
111,721,Tues
94,699,Tues
85,423,Fri
592,592,Thur
166,705,Mon
153,210,Tues
120,470,Thur
180,286,Tues
40,169,Mon
31,443,Thur
542,697,Mon
153,245,Fri
97,500,Thur
151,745,Mon
131,331,Thur
86,264,Wed
384,350,Tues
306,163,Tues
122,485,Fri
85,633,Wed
142,618,Thur
182,264,Tues
382,50,Wed
520,643,Wed
72,639,Tues
342,238,Tues
117,870,Tues
324,412,Fri
153,786,Tues
160,393,Mon
254,256,Wed
569,288,Tues
187,298,Thur
139,376,Mon
133,583,Mon
114,491,Fri
118,304,Wed
143,652,Tues
81,331,Tues
400,597,Wed
188,357,Fri
99,341,Wed
99,549,Tues
109,69,Thur
383,673,Mon
149,401,Wed
305,399,Thur
58,600,Tues
103,183,Wed
